id,source,vulnerability,risk_score
3a11f44f-70ea-4b4d-b37f-a79dcd06fdff,234.130.35.103,Apache Struts2 Remote Command Execution,60
713bca8c-65d3-4231-b50c-02002cd91edc,112.133.16.254,Unsupported Cisco Operating System,81
b40887b0-0f9d-4d84-9a41-3882a70e1585,124.52.124.205,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,98
d779e567-2ad6-4452-9661-ea87531641fb,198.105.121.142,Insecure .net framework 4.0,10
1ab72708-3f71-4d8e-9276-2de44a6b7db9,2.157.228.76,Temporary File Download,64
79e467ec-4a85-4cb8-b951-81b1188af4bf,29.29.49.207,Apache Struts2 Remote Command Execution,97
040db165-1a21-41e9-ba54-f7ddc5f43417,133.15.4.45,Oracle Error Log Found,3
3a60a6bb-1b3a-4333-ae0a-2ec912794617,203.109.127.147,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,9
c443471b-5f2d-44e5-8d21-1ba95335a32b,158.6.226.19,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),61
47bf1dfa-1c26-4b02-95ef-78f886834797,48.26.131.21,Unrestricted File Upload,9
245a9701-6692-4df1-bf97-948b3c856131,226.223.146.129,Bind Shell Backdoor Detection,39
bae06de1-f3f5-46ce-9c3b-56b3406fd0e2,244.192.45.95,Password Spraying Attack,71
b3870ca6-6818-44c2-8fac-a824122324d0,37.31.118.20,Mozilla Firefox < 84.0,15
0d86193a-b48b-45dc-9b10-64327c4dc0be,129.141.34.131,Oracle WebLogic Server Plug-in Remote Overflow (1166189),73
4d6efcc6-0cbe-4c43-88d0-74b7f28eba02,131.42.79.221,Bind Shell Backdoor Detection,97
1183bcce-2d4d-4fc1-b847-4d2f7aa2b2db,15.53.18.15,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,8
88d58b02-2d80-49cf-9027-7e502a98b694,133.55.115.90,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,17
3adcd0b1-9725-4b90-be82-bf55c9daa410,68.138.160.33,Oracle WebLogic Server Plug-in Remote Overflow (1166189),16
92ea3db5-00d1-4d1a-a997-24a062ee2a9c,209.76.2.123,Temporary File Download,47
c3ba525c-24ef-45d0-aa0e-26d2599b8628,203.109.127.147,MailEnable WebMail Detection,61
99487621-dcd4-4e6c-9448-53f1069ef663,118.127.3.27,Account Takeover via Forgot Password,10
66a36bdb-d7a9-46d1-a7b8-89672f62dcbb,50.255.144.198,Mozilla Firefox ESR < 78.6,42
b3ddf152-e868-4565-b8fb-536ca34b812c,187.4.168.43,Mozilla Firefox ESR < 78.6,21
500b8920-6ebb-4071-bdb6-39338f4d5d38,200.15.194.52,Apache Struts2 Remote Command Execution,59
08c9bb4f-52b2-422d-a9de-16d6a88e683d,80.12.208.81,Insecure Kentico version 8.1 is running,87
0d23831d-e3c8-434b-bb01-2cb8f768e339,42.109.146.100,Oracle WebLogic Server mod_wl POST Request Remote Overflow,40
4eb8c009-feda-4f75-8ca5-e5c05de1ac67,14.136.100.178,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,24
5f556824-4901-4468-a382-dc8f1255b002,190.168.142.189,Unrestricted File Upload,39
03aa9119-f43d-43cb-aa3b-f735841004c3,209.76.2.123,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,10
84386433-8b58-4557-a40e-9db5fe4a8e2a,42.240.26.60,File Content Disclosure /etc/passwd,27
50444ed9-1629-475e-9144-cdc5cacb0b89,101.214.182.111,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,95
8d3f4b73-a10c-48d9-ac80-911605a16770,251.68.88.39,Unrestricted File Upload,39
27d71e27-178b-44d4-b9c6-80309abff057,42.109.146.100,Docker remote API detection,52
85b0b800-c569-441b-8ce3-b1538e9a4355,209.76.2.123,Temporary File Download,28
4eb2b4c2-ddd6-461c-a278-be7cebfd439f,92.222.219.30,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,10
6d2d29f9-ec73-4e10-95c4-bcb5c21ca235,35.164.19.92,Exposure of Application source code config files and credentials,43
8592df6c-7024-4992-a5e7-859fa01feea8,200.15.194.52,NTMail3 Arbitrary Mail Relay,71
c508d4bc-d3c5-4ce3-969c-28948a1a7d15,209.119.227.238,Unsupported Cisco Operating System,97
627b2987-9c3e-4675-97c3-12727e3ee033,205.204.5.194,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,44
d85ff293-de13-47b2-88ca-218c1a09f558,30.253.51.250,Unsupported Cisco Operating System,67
1ac43893-4171-4ca2-855a-335ad336a694,14.136.100.178,JBoss Java Object Deserialization RCE,12
5833023c-69cb-42dc-8418-a17f8610bb1f,62.224.210.247,Exposure of Application source code config files and credentials,10
195c426e-83a1-4896-83eb-3f1bcc9c652c,199.248.86.27,Unrestricted File Upload,76
9522dec8-2692-49a1-b9a7-7175e3733445,171.214.205.244,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,26
4de2cba1-cd7e-40b9-8218-8273320f6970,124.52.124.205,Apache Struts2 Remote Command Execution,51
f026a993-6a46-4e22-9284-90bba5c7ea42,194.25.223.78,BSD Based FTP Server Multiple glob Function Remote Overflow,94
b92f3ade-b6a0-4b5b-8b29-c597d46bcbeb,212.43.50.247,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),18
9ad3c696-258b-44e8-b77e-83911cba0bcb,150.93.106.16,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,57
80803d7d-7174-4244-a5ed-b2b09f06dbe9,48.26.131.21,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,12
adfbe020-25db-4bb8-accd-546d71eefa71,76.139.33.239,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,78
b30497a9-faf7-4f24-bfd3-6f10024d9e7e,129.141.34.131,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,49
87ead551-9a72-401a-96a4-d461d42bfdfb,48.26.131.21,Bind Shell Backdoor Detection,52
68d06afd-a172-4e86-98b8-126766086fe2,225.200.235.7,NTMail3 Arbitrary Mail Relay,91
ae48d56b-6d53-408d-8193-5fe6cdec4ecb,68.138.160.33,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,70
afbcb7fd-218b-4e59-b22d-65d8ee266d32,68.138.160.33,BSD Based FTP Server Multiple glob Function Remote Overflow,33
e323ca94-eb89-4c8d-9344-83ad4cfce0f7,136.113.20.114,Mozilla Firefox ESR < 78.6,82
7429d8b1-b2c0-4ee8-8e9b-5b3ac8a74810,79.184.88.88,Mozilla Firefox ESR < 78.6,98
6622532a-35ce-496b-aacf-a1df955bed83,201.10.141.151,BSD Based FTP Server Multiple glob Function Remote Overflow,5
ff521439-ff8f-43f6-8322-2d440f13a362,81.62.129.251,Password Spraying Attack,65
eae00108-4b6c-41b9-9cda-80d0f61a1cfc,110.219.57.216,File Content Disclosure /etc/passwd,9
3b5246a2-d51e-4620-83ae-30d97649d837,254.150.88.142,Microsoft Windows 95/98/ME Unsupported Installation Detection,6
609dd96f-18c9-45a3-951a-17f6f57109e8,81.62.129.251,Apache ActiveMQ Detection,18
1dc74d11-6d70-4a65-b23a-99450b57b0ca,194.25.223.78,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,67
f2e43c0b-0d85-4b4d-aef6-ea4fced1759c,203.109.127.147,Microsoft Windows 95/98/ME Unsupported Installation Detection,22
573ec58f-c54a-4af5-955f-ded6808a37f8,112.133.16.254,Brocade Fabric OS Default Credentials,17
a1f0f954-c5fa-4757-bbc5-de489ece9099,255.89.85.142,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),52
f49b52f4-1fb8-49aa-94f1-3843316855c5,194.26.184.38,Exposure of Application source code config files and credentials,97
73169774-8035-4694-a187-f8f21d5d7609,20.100.13.218,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,57
a5a705fa-eeff-49b5-aa56-3643ad3645f2,225.200.235.7,Mozilla Firefox < 84.0,24
a2622387-459d-4fb2-a6dc-92269a4e2ba8,230.240.158.17,File Content Disclosure /etc/passwd,30
d19fb68e-f0e6-47ce-9901-e015f8fdedd6,62.224.210.247,Account Takeover via Forgot Password,69
e3a4e48b-1076-402c-91af-dff34ff420f4,52.79.75.53,NTMail3 Arbitrary Mail Relay,98
dde982ce-7445-4f5d-8b08-e2f6f2d38d56,251.68.88.39,Insecure Kentico version 8.1 is running,94
a61ce407-bc27-4512-ae91-9c89ea7a4995,209.119.227.238,Unrestricted File Upload,16
e01fee05-d935-49e8-9614-53551a627bd3,129.141.34.131,JBoss Java Object Deserialization RCE,73
d2ca6193-acbe-4021-9ff1-73ffe44a6e52,174.30.81.201,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,85
1084738f-5bab-48f6-967c-102af597e2d5,37.31.118.20,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),39
d12860df-b353-4e78-bb33-a33d5fe0dd4b,200.15.194.52,Password Spraying Attack,81
8ed8de77-2a25-44b4-8ccc-87705255c0d8,62.41.161.77,NTMail3 Arbitrary Mail Relay,42
209a0d25-6f4f-4e5c-99d6-7b2584e6bc47,58.96.118.146,MailEnable WebMail Detection,99
17d38c38-5ab8-49ab-8356-0d53bfd67ae3,100.34.68.89,MailEnable WebMail Detection,41
a98706fe-35e7-49e5-b829-8d48ec55be14,246.8.156.194,Unrestricted File Upload,98
c1e6f74c-cc83-4e8a-8011-d89593c3f267,98.90.19.164,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,42
bd7b1780-a4c9-458d-a9ba-e6906748f01c,14.136.100.178,Oracle Error Log Found,2
71722cf5-5ff7-4a84-857c-7a44ccc7dcf8,194.211.32.228,Insecure Kentico version 8.1 is running,92
1972f596-aa67-4fa7-9c6a-5563026a837f,158.6.226.19,Unrestricted File Upload,15
3e94bcb3-2920-4a5f-a7b9-d1a759632d70,129.141.34.131,Insecure Kentico version 8.1 is running,54
6cbddc1b-d469-4deb-a8e6-3f25d1f005a5,220.140.43.225,BSD Based FTP Server Multiple glob Function Remote Overflow,77
07ca3b61-d736-46e3-88de-c6da087c06fe,150.93.106.16,Unsupported Cisco Operating System,10
6610882d-27c3-463a-a71f-324e15df12a0,34.142.3.137,Microsoft Windows 95/98/ME Unsupported Installation Detection,58
eb8033c4-a08e-4350-9d5e-2e9ccb281a1f,199.248.86.27,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,95
74bdfd2b-d0e9-443c-9fab-cb4e0c8088df,76.139.33.239,MailEnable WebMail Detection,88
6c37a553-d252-4313-98ae-97fb31d39fce,42.109.146.100,Oracle Error Log Found,73
fdc952d2-1028-4183-8bde-24e4864c355b,198.105.121.142,Temporary File Download,61
58bc6233-db54-44ec-8a8f-03efcd28cd08,16.196.99.124,BSD Based FTP Server Multiple glob Function Remote Overflow,57
658b4e1f-c74c-4be8-a340-d8153d98afdb,29.29.49.207,Password Spraying Attack,80
95c56a7b-c2fa-49c1-bc47-ad7c0d9ba440,15.53.18.15,Unrestricted File Upload,26
868c0c03-459a-42f6-84d5-fccd4bba63d2,161.186.251.87,Mozilla Firefox ESR < 78.6,14
08106035-8a95-431e-8c43-59f02f2811cd,112.133.16.254,Apache OpenOffice < 4.1.8 Arbitrary Code Execution,50
e61da82e-3fe3-4201-9d16-5127fe4dd5c3,194.25.223.78,Oracle Error Log Found,57
c40b874b-fe44-4d9b-84a4-369f85a7f1d9,225.200.235.7,Apache ActiveMQ Detection,18
143d3d0d-0b49-4b58-8f44-b72a8f677a22,205.204.5.194,Account Takeover via Forgot Password,98
eda968b4-ef43-4eb7-bcb6-bf40e0aaf31f,92.222.219.30,Oracle WebLogic Server mod_wl POST Request Remote Overflow,15
1f21d9e3-8c1d-4883-8b07-7720b9f1c889,34.142.3.137,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,62
cd0b91fa-cee7-479f-9df7-38471f829a05,225.200.235.7,Exposure of Application source code config files and credentials,62
11da7b50-2c34-49a1-9bb5-a426c338b0f5,98.90.19.164,Bind Shell Backdoor Detection,87
f4d97fa0-41a0-4e82-8567-33dcb128bb5c,118.127.3.27,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,91
973de461-8f78-4a34-a36d-8397a387a6ab,226.223.146.129,NTMail3 Arbitrary Mail Relay,28
bdec991a-1955-4b07-81c7-7d20b7cb6b7e,205.170.195.204,Password Spraying Attack,51
5cd13d55-d508-4637-b7a3-41c87c2f001c,255.89.85.142,NTMail3 Arbitrary Mail Relay,69
d88e0bcf-4c8f-4519-858e-a878b67f6fcd,34.142.3.137,Mozilla Firefox < 84.0,77
55f7a553-d375-4f97-8516-dfa468067af5,194.26.184.38,Temporary File Download,19
395a2ad5-c355-484a-b1f7-046bf91ed60d,246.8.156.194,BSD Based FTP Server Multiple glob Function Remote Overflow,16
3c8b416a-e8a0-44c6-8d8b-f0af81817540,16.196.99.124,Docker remote API detection,88
d52c5df3-0295-4ba9-9475-c68a372fde86,237.62.251.21,Oracle WebLogic Server mod_wl POST Request Remote Overflow,16
1600aff6-0774-42a8-a59f-458223407ced,42.109.146.100,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,67
bd7f0d16-0c5d-4e0b-b996-75fd7fddf9ea,110.219.57.216,Apache ActiveMQ Detection,14
b2506603-4805-4ff5-9673-a2e6c69bd674,111.10.211.142,Microsoft Windows 95/98/ME Unsupported Installation Detection,34
3f49c5ce-5ffd-482c-8c46-f36b9101d8cb,62.41.161.77,Insecure .net framework 4.0,91
683f1cf0-7c3c-4af5-9416-8367ec0a210e,52.79.75.53,Insecure .net framework 4.0,94
cb262775-5e27-498f-9acb-fd74243aedad,92.222.219.30,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,21
954e0667-c8f9-4b7c-8f01-90ab32beac8f,209.76.2.123,JBoss Java Object Deserialization RCE,2
00ad226f-9f51-409d-85fb-8c4ccf257653,220.140.43.225,NTMail3 Arbitrary Mail Relay,18
9d81061c-36fb-4d3a-ad70-aa47325a4e1d,14.136.100.178,Oracle WebLogic Server Plug-in Remote Overflow (1166189),23
3074cff7-4729-49a6-a00e-6b79098eb0ac,10.128.35.79,JBoss Java Object Deserialization RCE,33
ee478c5c-d058-47f8-9344-81939b885508,203.109.127.147,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,50
e5c7cc38-7643-4b5c-9319-11d2d65328d8,34.142.3.137,Mozilla Firefox ESR < 78.6,9
d373f7e0-f3d2-4ac9-a1f2-fb82cd1baf72,81.62.129.251,Oracle WebLogic Server mod_wl POST Request Remote Overflow,28
e2ba188b-62df-4fa5-a174-5fcaf67c8745,225.200.235.7,BSD Based FTP Server Multiple glob Function Remote Overflow,36
39dfd9f1-3177-46d1-a1df-8bae10630792,129.141.34.131,Insecure Kentico version 8.1 is running,29
0982c2a4-5b90-4f57-89bf-745abc5eb0bc,212.43.50.247,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,45
ce896235-99d3-4385-83c6-8dca24e4a4dd,158.6.226.19,Microsoft Windows 95/98/ME Unsupported Installation Detection,38
f34c4e84-8d95-42ca-b85d-189ac9d00f36,197.250.224.86,Oracle WebLogic Server mod_wl POST Request Remote Overflow,64
162f7109-ec5a-492e-8ea6-ea421959f6bd,133.55.115.90,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,48
3f105c43-1467-42ac-8ca2-1a5dd4d92370,197.250.224.86,Docker remote API detection,82
728bbb3d-21b9-407f-a135-589c1ed4c996,161.186.251.87,Oracle WebLogic Server Plug-in Remote Overflow (1166189),93
71344159-c91c-4d94-abc0-770f5584817d,194.25.223.78,Unrestricted File Upload,62
47448ef8-e03f-48f8-99bd-2595584f66af,100.34.68.89,Mozilla Firefox < 84.0,28
48270e6b-088e-49db-a779-ab5c908442c5,76.139.33.239,Apache Struts2 Remote Command Execution,65
946dae15-dc98-4b8f-9dd3-5e550db3c2d2,185.204.254.63,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,15
4be0ab38-0e03-4b81-9114-c1ffb57f5da4,198.21.121.206,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,29
bf251fc5-b72c-4e25-b40f-df545d3da523,42.109.146.100,Password Spraying Attack,9
f2254e84-9398-46e2-84a7-3db9246a2deb,139.58.16.1,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),87
5ff08724-df2e-444b-a8dd-2b4667a45164,139.58.16.1,Oracle Error Log Found,47
cd9a51ac-a97d-43ea-ac58-12173cb0ee12,194.25.223.78,BSD Based FTP Server Multiple glob Function Remote Overflow,68
0515176a-d15a-4a70-9455-349df6b8673e,15.53.18.15,Mozilla Firefox ESR < 78.6,13
3759506b-dc97-4fe1-914f-95f7d4ab60db,212.43.50.247,OpenSSL 1.0.2 < 1.0.2x Null Pointer Dereference Vulnerability,55
2e62d9a0-8d41-4e7f-98af-420e8f289c54,255.89.85.142,Apache Struts2 Remote Command Execution,90
19e4f656-5435-4176-b512-bf81fb65c302,20.194.212.38,NTMail3 Arbitrary Mail Relay,29
d0cebbc3-b8dd-44df-b4f9-6a4940c02339,246.8.156.194,File Content Disclosure /etc/passwd,46
55d5573f-939e-4b6d-98aa-0ec1e97620ee,230.240.158.17,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,55
051447ed-646f-4e41-b6e9-83524f1a71c9,212.43.50.247,Insecure .net framework 4.0,75
b269e260-c38b-473c-adc9-1144e05beb30,205.170.195.204,NTMail3 Arbitrary Mail Relay,2
5c2bb8bf-a245-4939-8a10-f681d8699b6d,118.127.3.27,Unrestricted File Upload,90
dc533dd1-39ff-45dd-a3be-65553f1a3c2a,29.148.80.121,Insecure Kentico version 8.1 is running,50
33870036-8451-4dea-a96f-5f26e4b5b5b4,20.194.212.38,Unrestricted File Upload,97
52bc71b1-e224-4f58-8e8f-b6aa1bf65d9f,92.222.219.30,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,72
0996a802-9ac1-42fc-8582-1df6bcd29af5,16.196.99.124,Mozilla Firefox ESR < 78.6,34
65ed8e44-9487-4389-86ed-c8cb08a2022c,112.133.16.254,File Content Disclosure /etc/passwd,39
e162aadd-7537-487e-a195-229072c8c879,58.96.118.146,Brocade Fabric OS Default Credentials,9
faa43fad-4d02-4733-8f84-4592e59f83eb,129.141.34.131,Mozilla Firefox < 84.0,90
5429a4bf-eb65-4496-810e-a81dbffd3e83,174.179.40.224,Oracle WebLogic Server Plug-in Remote Overflow (1166189),73
12fd5d22-fa7b-4e6a-aed5-beaff2bf240d,114.77.9.43,Bind Shell Backdoor Detection,8
b1ee60d7-0d1e-48d6-aa0e-fac8b56b8c01,226.223.146.129,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,54
82b2a123-638d-4b7d-acfa-bd2f6f0be444,92.222.219.30,Mozilla Firefox ESR < 78.6,84
aa364a13-df07-425f-bd30-b26dad61200f,101.214.182.111,Insecure .net framework 4.0,43
0ceacf73-74c7-4e76-a589-e88d8f5813ed,60.83.159.99,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,30
6bcce4c7-85ab-4f02-b955-a05da928eeb9,201.10.141.151,MailEnable WebMail Detection,20
699fd833-9196-447c-ad60-44c11ad00d43,194.25.223.78,Unrestricted File Upload,81
a266d91c-f9a0-426c-9402-b4a59b39e51c,30.253.51.250,BSD Based FTP Server Multiple glob Function Remote Overflow,66
1941492a-cf23-4f9a-8543-eeb83c93a0e0,14.136.100.178,Mozilla Firefox ESR < 78.6,84
9b66d226-2856-4281-bb0a-d1de116126ac,194.26.184.38,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,35
eef3e90d-87eb-41e1-bc30-8b579ecc85c4,76.239.91.134,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,18
7aed47b8-2877-4b51-8c8e-84e7a9d147c7,226.223.146.129,Oracle WebLogic Server mod_wl POST Request Remote Overflow,54
b6cec6e7-3937-4e55-93ab-12365c3fa8f4,35.164.19.92,Insecure Kentico version 8.1 is running,13
676987ac-53f3-4d4f-b7bf-a4d36669b543,68.138.160.33,MailEnable WebMail Detection,62
50d03903-75ff-4611-b2ef-276ad25b7576,133.15.4.45,NTMail3 Arbitrary Mail Relay,23
5de9b3a9-ebbf-4ace-a92a-c1bd62dce32e,81.62.129.251,Apache ActiveMQ Detection,36
643c22d3-e2af-4bb4-a38c-d24f3e7cd180,15.121.227.60,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,36
75e8d271-2029-4d38-b733-25cd02fbb722,124.52.124.205,Oracle Error Log Found,63
808daa57-7df2-4478-850c-b7c81750cb4a,198.105.121.142,Apache ActiveMQ Detection,77
bde35472-d826-4eec-b59d-0820e73cb37f,194.26.184.38,Password Spraying Attack,29
77f27370-16be-40cd-a552-cb8e9b0ef13d,15.121.227.60,Insecure Kentico version 8.1 is running,94
d279030f-33f7-47a9-905b-c2642de613a9,187.4.168.43,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,90
71860075-ee73-49d3-87e1-68c725be7e01,201.10.141.151,Bind Shell Backdoor Detection,33
bdc4f7a0-ee81-45ae-85ba-b35141d50efc,199.248.86.27,Microsoft Windows 95/98/ME Unsupported Installation Detection,58
59e85c47-c7bb-4cef-8bb9-0e289e85c240,225.200.235.7,Unrestricted File Upload,70
76417e56-51fd-4b4d-ae1f-621a08b0ad53,203.109.127.147,File Content Disclosure /etc/passwd,49
07376c53-922d-41a5-8b15-b4a6a8dc2737,100.34.68.89,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,97
a147d08b-fdb9-4e61-91c0-da1ef813f443,68.138.160.33,BSD Based FTP Server Multiple glob Function Remote Overflow,4
a4522554-d3e3-426d-9bc8-8558319ec487,37.31.118.20,File Content Disclosure /etc/passwd,14
747791c1-5037-4a6d-af79-981baa224cb6,139.58.16.1,Unsupported Cisco Operating System,3
18afdf9a-96e4-4bc1-aa2f-200962701d03,185.204.254.63,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,97
e2f8b283-3031-4e7a-b77d-aa6089f5e952,209.76.2.123,Apache ActiveMQ Detection,68
27c2b3a2-2e94-49b1-9e4d-4960dc4a3ec7,118.127.3.27,JBoss Java Object Deserialization RCE,33
bec8c56d-8776-4857-aae4-d7fcff70b5b8,205.170.195.204,Insecure Apache version 2.2.15,74
95b2b4b8-7862-4a8b-9314-af5e202bc59a,217.57.221.228,Oracle WebLogic Server mod_wl Invalid Parameter Remote Overflow (1150354),58
364590fc-a29e-48c2-8b16-9d213f47ab8c,42.240.26.60,Insecure .net framework 4.0,74
c74828d3-54a7-4136-8782-817d35f86b62,101.214.182.111,Mozilla Firefox < 84.0,43
ba828970-03c3-4489-8545-ec313d737ef7,88.253.242.192,KB4586793: Windows 10 Version 1809 and Windows Server 2019 November 2020 Security Update,12
62e6b634-3dbe-4d77-8edf-aef05fe0e722,234.130.35.103,VMware ESX / ESXi Multiple Vulnerabilities (VMSA-2012-0005) (BEAST) (remote check),98
3e166d4e-deba-400e-b389-8512abb88bed,187.4.168.43,Insecure Apache version 2.2.15,11
8f2134b9-8658-4116-8de0-e116510d82cd,220.140.43.225,Exposure of Application source code config files and credentials,84
956b4de9-076b-4f2c-911d-13eeb5251259,100.34.68.89,Temporary File Download,58
01da063a-9f96-4f13-ba94-93ad84de59ac,237.62.251.21,Mozilla Firefox < 84.0,28
3d21f132-4703-45de-bf2c-718d00b1c08e,171.214.205.244,Google Chrome < 87.0.4280.88 Multiple Vulnerabilities,77
6f76b677-9b25-4bc1-9ee4-9afeeced1ef8,118.127.3.27,Insecure .net framework 4.0,19
91cc8451-1a5b-4ba3-9b80-a8ad65fe7987,244.192.45.95,Apache Struts2 Remote Command Execution,44
fc50cfd5-7a6f-43dc-85ce-76230c2b3984,14.136.100.178,BSD Based FTP Server Multiple glob Function Remote Overflow,95
bcaaabcf-cc7b-48ed-bcb4-bb0c625ab877,10.128.35.79,Mozilla Firefox < 84.0,95
4ae047c4-7ee6-49cf-80f1-1f2c159cd68b,58.96.118.146,Mozilla Firefox < 84.0,39
4b7454f1-aee4-4077-9646-bcff007a643b,209.119.227.238,Microsoft Windows 95/98/ME Unsupported Installation Detection,37
9cf7e5d6-352c-4536-b7b1-6124b2c4765a,150.93.106.16,NTMail3 Arbitrary Mail Relay,38
5b568d0f-d100-46e7-9d2b-d31b3bf6ee91,217.57.221.228,Unrestricted File Upload,99
f7681eb6-690e-40fd-84f6-f41dcca2962a,16.196.99.124,NTMail3 Arbitrary Mail Relay,58
c6f08ea1-c913-414b-a814-266888370bb5,194.211.32.228,Apache ActiveMQ Detection,37
88c787a6-23f8-4ff2-8c90-9ec25e40c1c5,101.214.182.111,Unrestricted File Upload,72
cff27688-6784-4fd5-8408-7510747a74a1,15.53.18.15,Apache ActiveMQ Detection,81
69dd2dff-8b9e-439e-bd22-bafef04dab30,123.235.172.151,Brocade Fabric OS Default Credentials,7
1325d97b-c60d-45c2-bf99-93982bd78853,131.42.79.221,File Content Disclosure /etc/passwd,59
693a47f4-0c66-47f3-be17-bad392555dee,88.253.242.192,Insecure Apache version 2.2.15,22
8283a4ff-d54e-4f21-82df-197509b320ef,237.62.251.21,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,43
0c06454d-cfa1-4e52-812e-506b74079e5b,110.219.57.216,JBoss Java Object Deserialization RCE,49
8a1576f9-81af-414a-95bc-fa2c37ddfd6d,255.89.85.142,BSD Based FTP Server Multiple glob Function Remote Overflow,83
db5b5711-f9c4-4ba8-89ef-d5c36557c9f5,37.31.118.20,NTMail3 Arbitrary Mail Relay,14
e5174626-3697-4463-bf6c-2faac8f29698,131.42.79.221,Unrestricted File Upload,37
f92aa899-40ad-4812-9af8-dabe74257200,211.211.214.136,JBoss Java Object Deserialization RCE,40
37475156-d36d-48c2-825c-c354d7d208ee,131.42.79.221,Apache Struts2 Remote Command Execution,95
ad27e7ee-73a9-47f7-a560-ba7d9f522ae1,37.31.118.20,NTMail3 Arbitrary Mail Relay,90
55a6bbb8-406f-469a-95b7-f70ebb7ad21d,118.151.172.176,NTMail3 Arbitrary Mail Relay,61
36399995-ead2-4f5e-a2e1-1e5b5123e8fa,111.10.211.142,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,15
487266ef-53e5-4c8f-93e9-ca4ddaca4e55,52.79.75.53,JBoss Java Object Deserialization RCE,55
dfe7fc1d-a1e5-49b6-b61e-d3e09c75c77b,194.25.223.78,KB4586805: Windows 7 and Windows Server 2008 R2 November 2020 Security Update,97
03e486b0-7a6f-4a41-9c51-6d0cb4ebc8ed,251.68.88.39,Microsoft Windows 95/98/ME Unsupported Installation Detection,96
eebcac4c-0221-4713-be23-e992ddb8e74b,62.41.161.77,KB4586823: Windows 8.1 and Windows Server 2012 R2 November 2020 Security Update,23
eaaa7b01-d9c8-4f58-9a16-ea8138d2ae29,118.151.172.176,Exposure of Application source code config files and credentials,75
c2f1d9da-22d6-4e6a-85a9-5aad2004dba2,29.29.49.207,Insecure Apache version 2.2.15,57
7bec51b9-701e-4bd1-9da2-a0f9e80cbc31,20.194.212.38,Oracle Error Log Found,33
98cc76a9-6d34-42c8-8a36-439acccd811c,80.12.208.81,Mozilla Firefox < 84.0,25
c3dadfa0-bedb-4dfd-b4b0-d22ce4d179da,212.43.50.247,Google Chrome < 87.0.4280.66 Multiple Vulnerabilities,13
3c8adbf4-ee87-4df4-a29c-848191020240,194.25.223.78,File Content Disclosure /etc/passwd,58
